,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
0,2,-1.3831940889170153,10.020190700742056,-2.0785258134829543,-2.4890887564259505,1.8234802719460852,3.1275335783588973,-3.6518178065385265,-3.33475650767802,-1.0872374606711497,8.481400234796753,0.44603818255162014,0.05307812454401367,-0.3244576298452669,-3.3733945940693646,-2.744354754044445,3.271827508366951,1.4667591240175235,6.472720702158169,-0.10478853349167565,-2.2144837893958766
1,2,4.602452467821402,-7.8251841256417585,3.8954646979945,6.537176509213244,-1.0565363852532093,1.3648975113404256,0.11835469898739666,-2.378352011483395,0.4494934888218155,0.3344816683255151,2.336645672010706,0.7186424491762475,6.499269135685791,5.674898672427684,-0.7728098734691854,-7.357295428334571,-1.807240518561976,-3.096733623671415,-6.486363248969628,3.320605977453941
2,0,4.264194961665709,1.944642341061701,1.5946456673712446,1.1576883037312256,-1.9110108019818373,2.659665032680717,-1.3247649204424803,-0.5511885112087206,0.23268611324378993,3.3705793520019096,3.895024399254415,2.720970687757835,4.487895010678416,3.499413143414316,-2.7838581362047075,-2.3288022626388556,-0.6504198402252079,2.3274551909248427,-1.147618483510094,-0.6490454145984608
3,2,-3.0847241925391,3.1371193258924848,-1.5397713633306809,-2.0158735579056803,-0.1501686942089623,0.2710325306681802,-0.383395635600689,-0.9310246330911991,-1.1249771815010938,2.358698024795663,-1.2026027948113747,-1.9094171843359091,-2.713500209179821,-1.8238644641937758,-0.07203108775329566,1.834487266541309,2.6975566843046863,2.8405578055172307,2.491956324746464,0.6980367565999289
4,0,1.7800629091450937,-0.46753717889808544,2.2777025366593904,1.4569857243072493,0.008419912274264153,2.637370908162565,-0.8851616381228451,2.1726428679963696,0.8292588450285313,2.0951197156222756,3.7874700565094654,-1.2505500492058803,1.6838760188555522,3.0885158752546515,-0.6452371885977365,-1.1069889589048678,-0.979781662415408,-0.9205606765026616,-2.072367338067818,-0.6807483289819707
5,2,-1.5832610724866267,-0.7274443183269189,-3.084522383434983,-1.510114339920585,-0.3162625752356461,-1.5340958129103084,0.32727223970131003,-0.6021551156572781,-0.30611241114969473,-1.738245082243691,-1.1842234020300264,1.099077076505332,-3.0680349409933356,-1.5603982977146473,-0.0839321203661946,3.9527455031949112,0.23390623695243407,3.3285612137137153,1.7563421281339224,-1.4668918923954823
6,4,-2.7529178140911856,-1.5082121309777385,-1.1145977773788744,-3.2107052418299697,-0.635442621154349,-3.8405505597992144,2.222678360668155,1.3822281348758911,-0.12074348708544365,-3.064205828936797,-2.7758191900957514,-0.7580235157436235,-4.375127606620307,0.6040753532143619,-0.18461758522127358,0.7903184573566017,0.0003891104329568112,0.2854635831643937,-0.36913599014678516,-0.5408160141869787
7,4,-1.7676348083578641,-0.1157538381661999,2.3278692436502215,-1.5406490467582747,-0.49370611932644903,-0.6509103947973167,0.16640459215142234,2.3874842581974622,0.47673914477033746,4.777060977850795,2.1879371104017253,-1.1829671862936995,2.2559709817300915,-0.30762240945304614,-1.3929700281626127,-2.6098343053956126,1.4545389867039997,1.9183276185599227,1.1356798288561079,-0.05431081108039444
8,2,3.15257251914158,-5.33184166982812,3.7015065816298,6.340341403580049,-0.9520504598543233,1.1146719471372881,2.0971353439393483,-3.1587321635221657,-1.3811664983094774,3.6600590885958604,4.889356415833091,1.550940740023596,4.154764306442362,7.5122114099571125,-0.3334612661184694,-2.346538152058272,-3.6617315050889134,-0.4598509660376283,-8.13970875607938,1.9648797389814032
9,3,1.510054532099555,-0.5187691182140122,1.0210584112860093,0.361652616371688,-1.4586246512108498,2.2268502333409224,2.2626421519299034,2.1767695815673505,0.5138117735308945,0.900585254252399,-0.9338091068512683,-1.2694385577245717,0.8676177184204461,1.8069079378556798,1.7532079399034446,1.1692287453957884,-1.3867968329072033,-7.327993237162983,-1.4352833068481199,0.2817022133827196
10,3,-1.4926053474888867,-0.16244337374299506,-3.486502177918153,1.5384315034403813,1.114219471642266,-0.20238797388311408,-0.28351134058423905,3.156564217997833,-0.24749260292543485,-1.5394904618473246,-0.5788219703525256,3.5845027773518874,-3.448890912298746,1.0567165701732562,2.607168156346338,6.114052802150789,-3.118399121411294,1.7669625135075466,-1.6544989438332673,-1.0820229270558697
11,4,-0.10078499042584255,1.1792596619796556,0.2916161197644588,-0.15003571645215683,-1.6190436112515039,-0.5987896261917185,-1.069876699129562,1.7994563562979722,-3.1370694433446493,2.240201482716445,-1.1729799532557994,-0.04283963181583331,-1.7455594608953293,-0.19926690630612587,1.173373051957655,0.32676402682696454,0.05502928694329668,2.8028840502873256,1.062398955852369,-1.2860087914880367
12,3,0.8966797497897856,-1.6594129459672426,0.47030178602773665,0.7755079040090699,-2.628686948631799,-1.1446406100667343,1.4958748624958833,1.9011722671593325,0.9437266823116862,-3.256192447437003,0.5983567119472563,0.02340916565501479,3.225486117223584,-0.7802437060542864,-2.6288374319378662,-1.9394192253067128,1.1796389051911544,-2.33385193460804,-1.7093246218863374,-0.7175066371499147
13,0,0.11455138952316118,5.612926946606961,-0.15098352567021164,-2.440813800164995,2.4897191485688883,-0.96578960404424,-4.1499871941886495,0.20602110066874077,0.15072347880103965,2.219967795696144,3.085050907088161,3.8189628467166163,-0.7346417541464206,0.8399714903924387,-1.2673052625757437,-0.7614330716849167,1.0874491552841457,8.033749970887673,2.790419092071339,-0.9057630698150458
14,1,2.553568881440354,-1.589190269998846,2.8217969711015067,2.7603044182390506,-0.4614281671939675,-1.1977333908787737,-1.4369733053238773,-0.5269113692745135,1.7148911129183304,-1.0501535659904413,-0.7414520925341305,0.43819697522877843,4.443160691401007,-1.0884901247040595,-1.4566959133493027,-4.542858565491551,0.8467349618496713,-1.8414932662027994,0.020110457461975862,-1.679393751982714
15,3,-0.537416536289378,0.5587314463401876,-1.4477425859436666,0.30069884543495223,-1.060373305506818,0.7769539559353409,-0.10461221987205138,-0.13434396690897296,0.8680027173452922,0.7776289248878828,-1.1118472033260347,-0.33683818737708876,-2.287753521826294,1.3757768859927741,1.6874219809827082,1.738174223293781,-1.0175244801314995,-0.18359730277205513,-2.5646134172746344,0.5208204533830978
16,2,2.0918053023986816,-0.5442579948882585,-0.07726355287307257,-0.7049060825360005,-2.1010997281987653,0.5257765366780239,0.6594546756008935,0.2080057903708832,-0.4201058507411623,-0.8898534121452564,1.7955797719364843,-1.2712755731912588,-1.6821170192113917,1.3384885234248858,0.7818080157850898,0.3303596937007394,-0.6059536896622646,1.207925519609339,2.2348990314979877,1.1435875932686377
17,4,4.724720337854074,-7.953561499885389,2.817298972821642,3.8631136464533355,-3.854638293490399,-0.33910888377687487,0.7793195941173592,3.7159582129787454,-1.379555618928766,-2.5295900858619818,-1.7144436360453088,2.7268767177798567,4.092465878710314,4.232927053266002,1.5771392133616837,-5.906813079231506,-1.962930968922755,-4.443035279159756,-1.9410799955949742,1.0188574473324383
18,0,-0.14758911758563265,-0.9877428115151529,1.07970042340938,0.99571470107501,2.0305988367147294,-1.3835350830426705,0.5034398032833864,-1.9012662663655195,1.8110634890321042,-1.657624700305445,0.0913056951315179,-0.7417565457088486,-1.3824956607583365,2.5523300186772584,0.5605181879956971,-0.5776795885514224,-0.9917910280904,-2.06662630544345,-2.9066518719754533,0.7999546168170716
19,1,-0.965460429937168,2.446587777231827,-0.15822224541824778,1.641721419491999,3.9057400391263672,3.9773367691663304,-1.9355834039628317,-0.30741826165691394,-3.054265153450928,9.205470414264623,4.2903863061971395,-0.007254486089913464,3.6320592284298225,2.803073023535884,0.1930052240734756,2.5214061600578788,-0.6825681429086895,0.48359892144154637,-1.9977227484954196,2.725433664771654
20,0,2.4876259679672703,7.017809519938398,2.2739864375295498,2.6001613378598307,-0.18199767001381148,1.3349896353118893,-1.91582045778921,0.7656616259729206,-1.6689693401978254,4.051139305258224,5.173029509074231,2.929701755994537,2.467162672771155,0.42683793310776114,-1.5219259448646765,-0.34641532783233225,-0.5708038992282004,5.543184504240093,-0.32703237317894646,-1.1914471830954718
21,2,-0.0057447143877236454,-1.7530824902351183,2.816227060904799,1.2432410068732116,0.16773265633902507,-4.034763695305238,1.1995405878956151,-1.4841466461888293,0.7888942263948769,0.5944591006399924,1.703229513557404,1.245989152645154,3.8539045028285095,-1.1808272280538636,-0.5590654813893459,-4.4008576770173615,0.8505655355094817,0.16125899975447533,-1.8648464215263842,1.6552134826704272
22,4,1.8479227782459422,1.9427052296761687,3.211638400401425,1.2052224340253483,-0.8138595045850775,0.1396163901697413,-4.195596057516006,0.4748029846224309,-2.1535837395236204,5.5210678025756685,1.500508213314443,0.24349407532610046,4.068644348319968,-1.2185652480401918,-0.7353567472750927,-5.216274775021943,2.5764955385543353,5.193798583757129,5.0165883454906295,-0.35243821067097075
23,3,2.2844717188971693,-0.644980259282288,1.8826038791319215,2.5500035854823815,-1.1690993324203913,1.4844699221826025,2.6077010117519572,2.2472674125061536,-0.9127980537465642,1.761639340851278,1.639041640122631,0.4213943338725495,1.7640429715228687,3.117758284767225,0.7943134707086843,0.6838849736068922,-3.4582132400848646,-3.6680592808974075,-3.070802782468147,0.6180683724197159
24,3,-0.9347784591537952,-2.564476174301925,1.4905568605596686,2.5537075084656253,-0.14462284665121572,0.781050139205283,1.201265577155507,2.7469197830876877,-0.7110652167434095,2.1611041482260327,1.9732398606378123,1.0886735344223404,0.4705463342256925,4.775682394349588,-0.7341712747116754,-1.223683517074448,-2.2139081883676734,1.358607296290565,-4.846518481628072,0.9143216349823956
25,0,-4.047746799765076,0.7806356672692648,1.2329973971170665,-3.440077157350524,0.676594368694539,-4.733052351556052,1.7336368079811135,2.6806190523203437,-1.1485489211856512,-1.0399408377451465,-5.30356206707683,-1.5780019115982868,-7.019468717300682,-0.49319153241360897,2.998528197359343,-2.3623766964186013,-0.07849956043303803,0.478562960944335,0.11394055517831994,1.5772056164929678
26,2,-0.907172713329393,1.4779560377681475,-1.2856127233344652,0.2462137021151614,-1.161727338622746,2.827552092168158,-0.30184795375782264,-2.1398246747202396,-3.3035088080715935,6.523066058831865,1.3875167367292311,-2.2172086480607747,0.41040505357837787,1.581259405046501,-1.1057177548824495,3.0997748694421348,0.17708445362680797,1.531949603375404,-3.6300767459651566,-0.15624978984517754
27,0,-0.7354190303462731,-0.554438254049851,2.0394538944466785,0.13169527434139208,4.255848846052888,1.0580788444719942,-1.9985585929101608,-1.1285523117602525,0.2133320609448078,0.5904690904046763,0.9274268432817069,1.2072933060083284,-0.5278651092609202,-3.2323827246152828,-0.23935011331218503,-1.6267411928524,2.031195266787559,1.6593753173192145,-1.4081417330956991,-1.67889319241658
28,2,0.2128337753698814,3.0251940304873486,-2.86452051350177,1.4610475766266322,0.26510848530865533,1.5023239714132641,0.9291739970649107,-0.026267074528022825,-0.1179115922726365,-0.4377072498092311,6.085892880881462,0.25084059275545467,0.6477990127413585,-3.55356865461273,-0.16921974232499157,7.795745986706895,-0.5923917266972668,0.9710383712755656,-1.5862285412223958,-1.0666405004283503
29,3,0.3209490699597819,4.89070931491012,0.6579973945322355,1.0507168811792118,1.0710927621572555,2.053268477418737,-2.405304488991596,0.515366486145955,-2.8058036889410327,4.772938784625249,1.8182847537839013,-3.185770139940814,1.2101037773610537,-2.300329526374247,-0.3070404910698413,1.1859269072187018,0.9878317694429033,1.8309138682413089,3.5986423067930087,0.10702093848071133
30,2,1.1145442145351006,-8.322068169597092,-1.3444081759139874,1.6118841434284206,-2.078768672727839,1.3781432462562733,2.8888215423595547,-1.587994617502215,-2.364804259696821,2.4666462638008837,-0.5703063927885447,0.7557698355440345,2.392841757096876,7.061210744367618,4.272989031044394,0.8649259084153126,-0.8039105044939185,-4.72351850436779,3.493116906449802,7.228547473246869
31,2,-4.426621544909517,1.1132878997528861,-4.092883031747173,-2.8417121276887736,0.8069111399772415,-0.9507402114329456,-0.7098242883872291,1.709385703602162,-0.9278316468322756,1.1551932526656639,-5.417916909557444,-0.6562786816833847,-3.139927531893596,-1.3709738751655363,0.09839657540867713,2.9636853369801144,0.13891740708414882,-0.41744999611006306,-3.320490292592375,-0.7377518262590569
32,3,1.4973284119488974,0.8182295351639064,-3.416623671661944,-2.6238928305012563,-3.0222287152682923,-0.1583421518915872,-3.256056317410469,0.9069906662784654,-0.9728602301808169,2.0483428947535613,-2.365256012200161,0.6854084679895525,1.4164417348552156,0.9790669842431141,0.7150916919783855,0.9582446420890266,0.9217632053828831,0.5239798025495952,3.2436765818327724,-0.44219417862721944
33,4,2.4899849225586044,5.995543254315367,-4.133184999785304,-1.7040072687459231,-2.85132076537351,-1.8509618441049371,-1.3423046728875352,-0.495806276143944,-1.9099240244792393,-3.6409502288115534,-4.472915289926663,2.019662699406705,-3.145474833236336,-5.784331824118873,-1.608772229000371,4.368755470736498,-1.1482248457094781,4.150654686189779,1.7816342676087404,-5.296925567147069
34,2,0.6401806823466162,-1.8833946870242404,-0.12963845525654116,1.936114668452479,-0.8134688584834155,-1.2477412958431253,1.9347699820319886,-0.8662170679559048,0.897614546130249,-0.15897142544826987,0.3492124409550273,-0.38732678460655434,0.48156585858919554,2.866325355233606,1.3954026743129566,1.4320637554014095,-2.0795644305770127,-2.0668463844338074,0.32251905570974176,1.9242185995385772
